Store,Total_Sales,Total_Customers,Total_Open_Days,Avg_Daily_Sales,Avg_Customers,Promo_Days,Sales_per_Customer,Promo_Usage_Rate,Sales_Rank,Best_Assortment,Best_StoreType,Customer_Productivity,Store_Performance_Index
403,5817980,573879,779,7468.523748395379,736.6867779204108,350,10.137990761118633,0.4492939666238768,329,0,0,7468.523748395379,3355.5626597411842
404,3631985,433625,759,4785.223978919631,571.3109354413702,338,8.375866243874315,0.4453227931488801,927,2,0,4785.223978919631,2130.969308135488
405,3521625,379921,779,4520.699614890886,487.70346598202826,350,9.269361261946562,0.4492939666238768,956,0,0,4520.699614890886,2031.123061889358
406,4760515,369296,779,6111.059050064185,474.06418485237486,350,12.890784086478055,0.4492939666238768,615,2,3,6111.059050064185,2745.661960876078
407,2417555,195715,622,3886.744372990354,314.65434083601286,274,12.352425721074011,0.4405144694533762,1103,0,0,3886.744372990354,1712.1671353687411
408,3673481,361353,777,4727.774774774774,465.0617760617761,348,10.165907021665795,0.44787644787644787,916,0,2,4727.774774774774,2117.4589724859993
409,4316867,424611,781,5527.358514724712,543.6760563380282,350,10.166639583053666,0.44814340588988477,729,2,3,5527.358514724712,2477.049270363187
410,5019781,624920,779,6443.878048780488,802.2079589216945,350,8.032677782756192,0.4492939666238768,552,0,2,6443.878048780488,2895.1955289771126
411,7133158,547362,781,9133.364916773367,700.8476312419974,350,13.031883835560379,0.44814340588988477,148,2,3,9133.364916773367,4093.057261038001
412,5661520,401013,622,9102.122186495177,644.7154340836013,274,14.118046048382471,0.4405144694533762,366,2,3,9102.122186495177,4009.6165258837273
413,4390211,553592,622,7058.2170418006435,890.0192926045016,274,7.930409037702857,0.4405144694533762,714,2,0,7058.2170418006435,3109.246735455589
414,5020250,378114,781,6427.97695262484,484.14084507042253,350,13.277080457216607,0.44814340588988477,551,2,3,6427.97695262484,2880.6554845309784
415,4863171,406599,780,6234.834615384615,521.2807692307692,351,11.960607379752533,0.45,588,2,3,6234.834615384615,2805.6755769230767
416,8633413,1096337,784,11012.00637755102,1398.3890306122448,353,7.8747802910966245,0.4502551020408163,48,2,0,11012.00637755102,4958.212055198354
417,5946326,626318,779,7633.281129653402,804.002567394095,350,9.49410044099004,0.4492939666238768,304,2,0,7633.281129653402,3429.587157097164
418,4094061,428005,776,5275.851804123711,551.5528350515464,348,9.565451338185301,0.4484536082474227,793,0,0,5275.851804123711,2365.974778137953
419,4163948,668016,784,5311.158163265306,852.0612244897959,353,6.2333057890828965,0.4502551020408163,773,0,2,5311.158163265306,2391.3760607559348
420,2824092,250784,622,4540.3408360128615,403.1897106109325,274,11.261053336735996,0.4405144694533762,1068,2,3,4540.3408360128615,2000.0858345137042
421,7517189,795282,784,9588.251275510203,1014.390306122449,353,9.452230781031131,0.4502551020408163,105,2,2,9588.251275510203,4317.159056447834
422,3574303,364186,784,4559.059948979592,464.5229591836735,353,9.814498635312725,0.4502551020408163,940,2,0,4559.059948979592,2052.7400025380052
423,10200356,1776735,942,10828.403397027601,1886.1305732484077,360,5.741067745049206,0.3821656050955414,26,0,1,10828.403397027601,4138.243336443669
424,5395164,602495,779,6925.756097560976,773.421052631579,350,8.954703358534095,0.4492939666238768,452,2,3,6925.756097560976,3111.7004289426723
425,2512424,337080,776,3237.659793814433,434.3814432989691,348,7.453494719354456,0.4484536082474227,1097,2,3,3237.659793814433,1451.9402168136892
426,3948281,493761,779,5068.396662387677,633.839537869063,350,7.996340334696341,0.4492939666238768,837,0,0,5068.396662387677,2277.200040867377
427,4761741,480391,623,7643.243980738363,771.0930979133226,275,9.912219421263096,0.44141252006420545,614,2,0,7643.243980738363,3373.82358700329
428,3910828,327530,622,6287.5048231511255,526.5755627009646,274,11.94036576802125,0.4405144694533762,845,0,3,6287.5048231511255,2769.736851355962
429,3309752,267103,622,5321.144694533762,429.4260450160772,274,12.391294743975171,0.4405144694533762,1002,2,3,5321.144694533762,2344.041231997188
430,5369397,435346,622,8632.471061093247,699.9131832797427,274,12.333631180716027,0.4405144694533762,458,2,3,8632.471061093247,3802.728409549115
431,7419918,780912,779,9524.926829268292,1002.4544287548139,350,9.501605814739689,0.4492939666238768,112,2,3,9524.926829268292,4279.492156924136
432,8610571,1218907,784,10982.871173469388,1554.7283163265306,353,7.06417388693313,0.4502551020408163,52,0,0,10982.871173469388,4945.093780911599
433,4621066,530762,862,5360.865429234339,615.7331786542924,353,8.706474841831179,0.4095127610208817,653,2,0,5360.865429234339,2195.3428033871483
434,6160800,461312,622,9904.823151125402,741.6591639871383,274,13.35495283018868,0.4405144694533762,270,0,0,9904.823151125402,4363.217915447524
435,2553322,299263,779,3277.6919127086007,384.1630295250321,350,8.532033696113452,0.4492939666238768,1093,0,0,3277.6919127086007,1472.647200831849
436,4297398,481058,780,5509.484615384616,616.7410256410257,352,8.933222189424145,0.4512820512820513,739,0,3,5509.484615384616,2486.331518737673
437,5746040,567017,780,7366.717948717948,726.9448717948718,352,10.133805512004049,0.4512820512820513,336,2,2,7366.717948717948,3324.4675871137406
438,4019904,408975,780,5153.723076923077,524.3269230769231,352,9.829216944801027,0.4512820512820513,816,2,3,5153.723076923077,2325.7827218934913
439,5719235,693947,784,7294.942602040816,885.1364795918367,353,8.241602024362091,0.4502551020408163,347,0,0,7294.942602040816,3284.5851256637857
440,4006273,457624,777,5156.078507078507,588.9626769626769,348,8.754508067758684,0.44787644787644787,821,0,3,5156.078507078507,2309.28612672242
441,4929786,545030,779,6328.351732991014,699.6534017971759,350,9.04498101021962,0.4492939666238768,567,0,3,6328.351732991014,2843.2902523066173
442,3402587,358458,777,4379.133848133848,461.33590733590734,348,9.492289194271017,0.44787644787644787,979,0,2,4379.133848133848,1961.3109126777078
443,4095855,381307,780,5251.096153846154,488.8551282051282,352,10.741620269231879,0.4512820512820513,792,0,3,5251.096153846154,2369.7254437869824
444,9470625,1105765,777,12188.706563706564,1423.1209781209782,349,8.564771899996835,0.4491634491634492,37,0,2,12188.706563706564,5474.721480995613
445,6673717,1052928,776,8600.150773195875,1356.8659793814434,348,6.338246299841964,0.4484536082474227,195,0,0,8600.150773195875,3856.7686457115524
446,3842157,494709,779,4932.165596919127,635.0564826700898,350,7.766499093406427,0.4492939666238768,867,0,0,4932.165596919127,2215.9922450856157
447,4161176,485603,784,5307.622448979592,619.391581632653,353,8.569090388650812,0.4502551020408163,775,2,0,5307.622448979592,2389.7840873594337
448,6609087,577957,779,8484.065468549423,741.9216944801027,350,11.435257294227771,0.4492939666238768,207,2,0,8484.065468549423,3811.8394274612297
449,8789176,1198781,781,11253.74647887324,1534.93085787452,350,7.331761180732761,0.44814340588988477,45,2,0,11253.74647887324,5043.292276063552
450,6830229,846853,777,8790.513513513513,1089.900900900901,348,8.065424577819291,0.44787644787644787,180,0,2,8790.513513513513,3937.0639674423455
451,4248112,358216,781,5439.3239436619715,458.66325224071704,350,11.859079438104384,0.44814340588988477,751,0,0,5439.3239436619715,2437.5971578510757
452,4037476,375007,784,5149.841836734694,478.32525510204084,353,10.766401693835048,0.4502551020408163,810,2,0,5149.841836734694,2318.7425616930445
453,6896821,811228,887,7775.446448703495,914.5749718151071,354,8.501704822811837,0.399098083427283,167,2,0,7775.446448703495,3103.1657754690386
454,4519416,551135,780,5794.123076923077,706.5833333333334,351,8.200197773685213,0.45,682,0,0,5794.123076923077,2607.3553846153845
455,5727571,359933,777,7371.391248391248,463.23423423423424,348,15.912881008409899,0.44787644787644787,343,2,3,7371.391248391248,3301.472528237007
456,4822447,697454,779,6190.5609756097565,895.3196405648267,350,6.914358509665154,0.4492939666238768,599,2,0,6190.5609756097565,2781.381696358684
457,3010824,269133,622,4840.5530546623795,432.6897106109325,274,11.187123095272598,0.4405144694533762,1045,2,3,4840.5530546623795,2132.3336607355177
458,5921634,548787,781,7582.117797695262,702.6722151088348,350,10.79040502052709,0.44814340588988477,314,0,2,7582.117797695262,3397.876093717467
459,7194572,886078,784,9176.75,1130.2015306122448,353,8.119569608996049,0.4502551020408163,136,0,0,9176.75,4131.878507653061
460,2914087,269319,780,3736.0089743589742,345.28076923076924,351,10.820205778277804,0.45,1057,0,0,3736.0089743589742,1681.2040384615384
461,3759643,370263,777,4838.66537966538,476.5289575289575,348,10.153979738726257,0.44787644787644787,891,2,3,4838.66537966538,2167.1242627072743
462,3769419,472848,780,4832.588461538461,606.2153846153847,351,7.971735103035225,0.45,887,0,0,4832.588461538461,2174.6648076923075
463,4747749,755184,779,6094.671373555841,969.4274711168164,350,6.286877105447149,0.4492939666238768,619,0,0,6094.671373555841,2738.299076693895
464,8343864,1023585,784,10642.683673469388,1305.593112244898,353,8.151608317824119,0.4502551020408163,61,0,2,10642.683673469388,4791.922623386089
465,6062752,472261,781,7762.806658130602,604.6875800256082,350,12.837714738248554,0.44814340588988477,283,2,3,7762.806658130602,3478.8506150393223
466,6007933,588740,779,7712.365853658536,755.7637997432606,350,10.20473044128138,0.4492939666238768,294,2,0,7712.365853658536,3465.1194464447854
467,10501035,1257034,779,13480.147625160462,1613.6508344030808,350,8.353819387542421,0.4492939666238768,25,2,0,13480.147625160462,6056.548997183776
468,5229014,591594,784,6669.660714285715,754.5841836734694,353,8.838855701714351,0.4502551020408163,493,2,2,6669.660714285715,3003.048765488338
469,9330742,1192174,784,11901.456632653062,1520.6301020408164,353,7.8266612088503855,0.4502551020408163,38,2,2,11901.456632653062,5358.691570569555
470,10174712,1377377,776,13111.742268041236,1774.9703608247423,348,7.387020401821723,0.4484536082474227,30,2,0,13111.742268041236,5880.008130513338
471,4422266,367107,622,7109.752411575562,590.2041800643087,274,12.046258992609784,0.4405144694533762,710,0,3,7109.752411575562,3131.9488115300705
472,4080447,543274,784,5204.651785714285,692.9515306122449,353,7.510845356118644,0.4502551020408163,802,2,2,5204.651785714285,2343.4210208637023
473,2767243,378998,779,3552.3016688061616,486.5186136071887,350,7.301471247869382,0.4492939666238768,1076,0,0,3552.3016688061616,1596.0277074225373
474,5885972,576183,782,7526.818414322251,736.806905370844,353,10.215455853435454,0.4514066496163683,317,0,2,7526.818414322251,3397.655882679993
475,5023680,761981,776,6473.81443298969,981.9342783505155,348,6.59292029591289,0.4484536082474227,550,0,0,6473.81443298969,2903.2054415984694
476,4564251,506843,780,5851.6038461538465,649.7987179487179,352,9.005256065487735,0.4512820512820513,673,0,3,5851.6038461538465,2640.723786982249
477,3864914,279830,622,6213.688102893891,449.887459807074,274,13.811649930314834,0.4405144694533762,861,0,3,6213.688102893891,2737.2195179950577
478,5336648,548324,784,6806.948979591837,699.3928571428571,353,9.732654416002218,0.4502551020408163,469,2,3,6806.948979591837,3064.863507392753
479,8782548,1039144,782,11230.879795396419,1328.8286445012789,351,8.451714103146436,0.44884910485933505,46,0,0,11230.879795396419,5040.970342946474
480,3869738,488793,784,4935.890306122449,623.4604591836735,353,7.91692597889086,0.4502551020408163,859,0,0,4935.890306122449,2222.4097934454394
481,4026351,372314,781,5155.379001280409,476.7144686299616,350,10.814395913127091,0.44814340588988477,813,2,2,5155.379001280409,2310.349104286995
482,6517671,720149,782,8334.617647058823,920.9066496163683,351,9.050447893422056,0.44884910485933505,221,0,2,8334.617647058823,3740.98567022717
483,3859771,507014,780,4948.424358974359,650.0179487179487,351,7.612750338254959,0.45,863,2,0,4948.424358974359,2226.7909615384615
484,6050653,580053,784,7717.669642857143,739.8635204081633,353,10.431207148312309,0.4502551020408163,286,2,0,7717.669642857143,3474.9201325619533
485,3029769,261854,622,4871.011254019292,420.9871382636656,274,11.570451472958213,0.4405144694533762,1041,2,3,4871.011254019292,2145.750938265733
486,3323793,405098,779,4266.7432605905005,520.0231065468549,350,8.204910910446362,0.4492939666238768,998,0,0,4266.7432605905005,1917.0220041163996
487,5487451,530591,784,6999.2997448979595,676.7742346938776,353,10.342148660644451,0.4502551020408163,421,2,3,6999.2997448979595,3151.4704208532903
488,2890074,304193,784,3686.3188775510203,388.0012755102041,353,9.500790616483615,0.4502551020408163,1060,2,0,3686.3188775510203,1659.783882366722
489,5698967,506711,780,7306.367948717949,649.6294871794872,351,11.246977073716575,0.45,356,0,0,7306.367948717949,3287.8655769230772
490,5131331,661634,622,8249.728295819936,1063.7202572347267,274,7.7555430948228175,0.4405144694533762,518,0,0,8249.728295819936,3634.124683367624
491,5242001,409706,777,6746.462033462033,527.2921492921492,348,12.794542916139866,0.44787644787644787,488,2,3,6746.462033462033,3021.5814512802926
492,4825503,709936,614,7859.125407166124,1156.2475570032573,273,6.797095794550494,0.44462540716612375,596,0,0,7859.125407166124,3494.366834130866
493,6462326,629636,779,8295.668806161746,808.2618741976894,350,10.263590391908975,0.4492939666238768,229,2,3,8295.668806161746,3727.193943718371
494,7205637,1016989,942,7649.296178343949,1079.6061571125265,360,7.085265425683071,0.3821656050955414,135,0,1,7649.296178343949,2923.2979025518275
495,4005216,306840,777,5154.718146718146,394.9034749034749,348,13.053109112240907,0.44787644787644787,823,0,3,5154.718146718146,2308.67685335639
496,6059458,650918,784,7728.900510204082,830.2525510204082,353,9.309095769359581,0.4502551020408163,284,2,3,7728.900510204082,3479.976887885256
497,7077518,871875,781,9062.122919334188,1116.3572343149808,350,8.117583369175627,0.44814340588988477,149,2,0,9062.122919334188,4061.1306296632083
498,4351844,550201,622,6996.5337620578775,884.5675241157556,274,7.909553054247448,0.4405144694533762,718,0,0,6996.5337620578775,3082.07435820556
499,4006203,573176,777,5155.988416988417,737.6782496782497,348,6.989481415830391,0.44787644787644787,822,2,2,5155.988416988417,2309.2457774928816
500,3330211,246036,622,5354.036977491962,395.55627009646304,274,13.535462290071372,0.4405144694533762,995,2,3,5354.036977491962,2358.5307585736296
501,3345228,365618,622,5378.180064308682,587.8102893890675,274,9.14951670869596,0.4405144694533762,991,2,0,5378.180064308682,2369.1661376536636
502,8377408,1176212,774,10823.524547803618,1519.653746770026,350,7.1223622952324925,0.45219638242894056,57,0,0,10823.524547803618,4894.3586456476305
503,5224595,367061,780,6698.198717948718,470.5910256410256,351,14.233587877764187,0.45,495,2,3,6698.198717948718,3014.189423076923
504,5231756,747470,784,6673.158163265306,953.405612244898,353,6.999285590057126,0.4502551020408163,491,2,2,6673.158163265306,3004.6235097355266
505,3711170,462013,777,4776.280566280566,594.6113256113256,348,8.032609472027843,0.44787644787644787,904,0,0,4776.280566280566,2139.183574087049
506,5905867,655686,779,7581.344030808729,841.7021822849807,350,9.00715738936015,0.4492939666238768,315,0,0,7581.344030808729,3406.2521319423045
507,6587045,517083,779,8455.770218228497,663.777920410783,350,12.738854303854508,0.4492939666238768,210,2,0,8455.770218228497,3799.126542207926
508,5251735,514110,776,6767.6997422680415,662.5128865979382,348,10.215197136799517,0.4484536082474227,485,2,0,6767.6997422680415,3034.9993689552557
509,4783674,404802,781,6125.062740076824,518.3124199743918,350,11.817318096254466,0.44814340588988477,610,0,0,6125.062740076824,2744.906477627258
510,6385260,656074,779,8196.739409499358,842.2002567394095,350,9.73253017190134,0.4492939666238768,237,2,0,8196.739409499358,3682.74556267622
511,4439259,635509,784,5662.320153061224,810.5982142857143,353,6.985359766738158,0.4502551020408163,704,0,0,5662.320153061224,2549.488538304352
512,4105679,959539,745,5510.978523489933,1287.971812080537,281,4.278803675515013,0.37718120805369126,790,1,1,5510.978523489933,2078.6375370478804
513,14252406,1643527,784,18179.089285714286,2096.3354591836733,353,8.671841716016834,0.4502551020408163,6,0,0,18179.089285714286,8185.227701348396
514,3580238,375667,622,5756.009646302251,603.9662379421222,274,9.530350017435655,0.4405144694533762,938,2,2,5756.009646302251,2535.6055355093517
515,7056301,575142,779,9058.152759948653,738.3080872913993,350,12.268797966415251,0.4492939666238768,153,2,3,9058.152759948653,4069.7733838023473
516,4579807,592467,779,5879.084724005134,760.5481386392811,350,7.730062602642848,0.4492939666238768,668,2,0,5879.084724005134,2641.4372957661067
517,4525491,494050,759,5962.438735177866,650.9222661396575,341,9.159985831393584,0.4492753623188406,679,2,0,5962.438735177866,2678.7768230509255
518,3653972,314185,623,5865.123595505618,504.3097913322632,275,11.630001432277162,0.44141252006420545,921,2,3,5865.123595505618,2588.9389867801683
519,4160155,438316,784,5306.320153061224,559.0765306122449,353,9.491223227078182,0.4502551020408163,776,2,2,5306.320153061224,2389.1977219778214
520,3033870,323837,784,3869.7321428571427,413.0573979591837,353,9.368509466182061,0.4502551020408163,1040,2,0,3869.7321428571427,1742.3666408527695
521,4036010,332238,779,5181.014120667523,426.4929396662388,350,12.147948157646026,0.4492939666238768,811,0,3,5181.014120667523,2327.798385409028
522,5122860,394373,623,8222.889245585875,633.0224719101124,275,12.98988521019441,0.44141252006420545,525,2,3,8222.889245585875,3629.6862641029143
523,12175995,1397803,784,15530.605867346938,1782.9119897959183,353,8.710809033891042,0.4502551020408163,13,2,2,15530.605867346938,6992.734529557996
524,6793232,721100,881,7710.819523269012,818.5017026106697,354,9.420651781999723,0.4018161180476731,184,2,0,7710.819523269012,3098.3315678061635
525,8012460,685569,783,10233.026819923372,875.5670498084291,353,11.687313749600696,0.4508301404853129,76,2,3,10233.026819923372,4613.356918816028
526,8312841,1139140,782,10630.231457800512,1456.700767263427,353,7.297470899099321,0.4514066496163683,64,0,0,10630.231457800512,4798.557167012252
527,8383796,781383,781,10734.693982074265,1000.4903969270166,351,10.729432301445001,0.4494238156209987,56,2,3,10734.693982074265,4824.427128947588
528,8338762,744295,779,10704.444159178434,955.4492939666238,350,11.203571164659174,0.4492939666238768,62,2,0,10704.444159178434,4809.442176781068
529,6133846,596775,784,7823.783163265306,761.1926020408164,353,10.278322650915337,0.4502551020408163,273,2,3,7823.783163265306,3522.698286521241
530,4198697,680230,906,4634.323399558499,750.8057395143488,354,6.172466665686606,0.39072847682119205,761,2,0,4634.323399558499,1810.7621230063007
531,3843117,470876,784,4901.934948979592,600.6071428571429,353,8.161632786551024,0.4502551020408163,866,2,0,4901.934948979592,2207.12122065025
532,8487100,996269,779,10894.865211810013,1278.9075738125803,350,8.518883956039986,0.4492939666238768,54,2,0,10894.865211810013,4894.997206846604
533,7505547,701034,777,9659.648648648648,902.2316602316603,348,10.706395124915481,0.44787644787644787,106,2,0,9659.648648648648,4326.329124491286
534,4684684,354298,623,7519.556982343499,568.6966292134831,275,13.222439867004612,0.44141252006420545,635,0,3,7519.556982343499,3319.226597342636
535,6322186,718716,779,8115.771501925546,922.6136071887034,350,8.796500982307338,0.4492939666238768,244,0,0,8115.771501925546,3646.3671703131463
536,6484095,687884,779,8323.613607188703,883.0346598202824,350,9.426145978100958,0.4492939666238768,226,2,0,8323.613607188703,3739.749374218288
537,4335799,469489,777,5580.178893178893,604.2329472329473,348,9.235145019372126,0.44787644787644787,725,0,0,5580.178893178893,2499.230701192091
538,3025475,445253,784,3859.0242346938776,567.9247448979592,353,6.7949570244333,0.4502551020408163,1043,0,0,3859.0242346938776,1737.545350570075
539,7035419,710498,622,11310.963022508038,1142.2797427652733,274,9.90209543165498,0.4405144694533762,155,0,0,11310.963022508038,4982.642874866885
540,3513672,243396,622,5648.990353697749,391.3118971061093,274,14.436030173051323,0.4405144694533762,958,2,3,5648.990353697749,2488.461988606404
541,5235513,667668,779,6720.812580231065,857.0834403080873,350,7.84149157964737,0.4492939666238768,490,2,0,6720.812580231065,3019.6205431076673
542,3885411,330680,622,6246.641479099679,531.6398713826367,274,11.749761098342809,0.4405144694533762,851,0,0,6246.641479099679,2751.735957031048
543,2179287,187583,781,2790.3802816901407,240.18309859154928,350,11.617721222072362,0.44814340588988477,1114,0,2,2790.3802816901407,1250.4905231645957
544,10993709,1439156,780,14094.498717948718,1845.071794871795,352,7.63899744016632,0.4512820512820513,19,0,0,14094.498717948718,6360.59429322814
545,8284865,799891,779,10635.256739409499,1026.8177150192555,350,10.35749245834745,0.4492939666238768,66,2,0,10635.256739409499,4778.356686512611
546,10726323,1271083,784,13681.53443877551,1621.279336734694,353,8.438727447381485,0.4502551020408163,23,0,0,13681.53443877551,6160.1806848058095
547,3578049,275078,622,5752.490353697749,442.2475884244373,274,13.007397901686067,0.4405144694533762,939,2,3,5752.490353697749,2534.0552361948285
548,3896082,307908,769,5066.426527958388,400.4005201560468,345,12.653396469075178,0.4486345903771131,850,2,3,5066.426527958388,2272.974190046351
549,3639890,429407,784,4642.716836734694,547.7130102040817,353,8.476550219255857,0.4502551020408163,924,2,0,4642.716836734694,2090.4069430705954
550,4665403,387883,781,5973.627400768246,496.6491677336748,350,12.027861494316586,0.44814340588988477,640,2,3,5973.627400768246,2677.0417288974213
551,5142553,774390,784,6559.378826530612,987.7423469387755,353,6.640779193946202,0.4502551020408163,514,2,0,6559.378826530612,2953.3937828639105
552,6030778,538809,781,7721.866837387965,689.8962868117798,350,11.192793735813618,0.44814340588988477,288,0,0,7721.866837387965,3460.5037043351954
553,5468991,496306,777,7038.598455598456,638.7464607464608,348,11.019393277534425,0.44787644787644787,428,0,2,7038.598455598456,3152.4224743220884
554,3513115,428076,784,4481.014030612245,546.015306122449,353,8.206755342509274,0.4502551020408163,959,2,2,4481.014030612245,2017.5994295996459
555,3223315,298433,623,5173.860353130016,479.0256821829856,274,10.80079950943763,0.43980738362760835,1017,0,3,5173.860353130016,2275.501985164726
556,5620964,650457,783,7178.753512132823,830.7241379310345,353,8.641561240789168,0.4508301404853129,379,2,3,7178.753512132823,3236.398454384274
557,3410036,525941,778,4383.079691516709,676.0167095115681,350,6.48368543239641,0.4498714652956298,978,0,0,4383.079691516709,1971.8224833301392
558,2541355,355175,784,3241.5242346938776,453.02933673469386,353,7.155219258112198,0.4502551020408163,1094,0,0,3241.5242346938776,1459.512825059871
559,4588710,585217,780,5882.961538461538,750.2782051282052,351,7.841040161170985,0.45,666,0,3,5882.961538461538,2647.332692307692
560,10168806,1225287,747,13612.859437751003,1640.2771084337348,338,8.299121756780249,0.4524765729585007,31,2,2,13612.859437751003,6159.499986559356
561,5385871,531991,779,6913.826700898588,682.9152759948652,350,10.123988939662514,0.4492939666238768,455,0,3,6913.826700898588,3106.340622996798
562,16927322,2924960,942,17969.55626326964,3105.0530785562632,360,5.787197773644768,0.3821656050955414,3,2,1,17969.55626326964,6867.346342650818
563,4278470,545236,776,5513.492268041237,702.6237113402062,348,7.847005700283914,0.4484536082474227,745,0,0,5513.492268041237,2472.5455016473593
564,4306402,380646,779,5528.115532734275,488.6341463414634,350,11.313404055211404,0.4492939666238768,733,2,3,5528.115532734275,2483.748955657248
565,5169769,617215,779,6636.4172015404365,792.3170731707318,350,8.375961374885575,0.4492939666238768,504,2,0,6636.4172015404365,2981.7022086510306
566,3845237,427157,784,4904.639030612245,544.843112244898,353,9.001929033118971,0.4502551020408163,865,0,0,4904.639030612245,2208.3387472016866
567,4083132,523036,779,5241.504492939666,671.4197689345315,350,7.8065983985805945,0.4492939666238768,799,0,2,5241.504492939666,2354.976344709735
568,3809325,323256,781,4877.496798975672,413.90012804097313,350,11.78423602346128,0.44814340588988477,873,2,3,4877.496798975672,2185.8180277099686
569,3543332,511836,784,4519.556122448979,652.8520408163265,353,6.922787767956923,0.4502551020408163,949,0,0,4519.556122448979,2034.9532030924613
570,3533080,515535,779,4535.404364569961,661.790757381258,350,6.853230139563754,0.4492939666238768,954,0,0,4535.404364569961,2037.7298172008811
571,4815991,358047,622,7742.750803858521,575.6382636655949,274,13.450722949780337,0.4405144694533762,601,0,3,7742.750803858521,3410.7937624714386
572,5345670,443496,776,6888.75,571.5154639175257,348,12.053479625520861,0.4484536082474227,467,2,3,6888.75,3089.284793814433
573,2472309,208622,622,3974.773311897106,335.40514469453376,274,11.850662921456031,0.4405144694533762,1101,0,0,3974.773311897106,1750.9451566877926
574,6913915,517928,777,8898.217503217504,666.5740025740025,348,13.34918173954681,0.44787644787644787,165,0,3,8898.217503217504,3985.30204777309
575,3343994,307112,623,5367.566613162119,492.95666131621186,275,10.888516241631718,0.44141252006420545,992,0,0,5367.566613162119,2369.3111053283833
576,5474294,756615,784,6982.517857142857,965.0701530612245,353,7.235243816207714,0.4502551020408163,426,0,2,6982.517857142857,3143.914290269679
577,3883479,457367,784,4953.4170918367345,583.3762755102041,353,8.49094709500248,0.4502551020408163,855,2,0,4953.4170918367345,2230.3013181356723
578,7356117,697049,901,8164.39178690344,773.6392896781354,354,10.55322796532238,0.39289678135405104,121,0,3,8164.39178690344,3207.763254787811
579,6461297,709982,779,8294.347881899872,911.4017971758665,350,9.100649030538802,0.4492939666238768,230,0,2,8294.347881899872,3726.600460417144
580,7994967,1256554,784,10197.661989795919,1602.7474489795918,353,6.3626131467489655,0.4502551020408163,77,2,0,10197.661989795919,4591.549339793315
581,4154967,457777,779,5333.718870346598,587.6469833119384,350,9.076399644368328,0.4492939666238768,778,0,0,5333.718870346598,2396.407708114646
582,5492051,675115,782,7023.083120204604,863.3184143222506,350,8.134985891292594,0.4475703324808184,420,0,0,7023.083120204604,3143.323647150398
583,3363288,350283,780,4311.907692307693,449.08076923076925,351,9.601630681477548,0.45,985,0,0,4311.907692307693,1940.3584615384618
584,3697954,338512,781,4734.89628681178,433.43405889884764,350,10.92414449118495,0.44814340588988477,907,0,3,4734.89628681178,2121.9125485071995
585,4449323,676591,784,5675.156887755102,862.9987244897959,353,6.576089543017865,0.4502551020408163,702,2,3,5675.156887755102,2555.2683435938147
586,11742401,1832458,776,15131.960051546392,2361.4149484536083,348,6.40800553136825,0.4484536082474227,15,2,0,15131.960051546392,6785.982084971835
587,6020227,427184,623,9663.285714285714,685.6886035313001,274,14.09281948762126,0.43980738362760835,290,2,3,9663.285714285714,4249.984407246045
588,4825215,518339,784,6154.610969387755,661.1466836734694,353,9.308994692662523,0.4502551020408163,597,2,3,6154.610969387755,2771.1449900432112
589,3537175,373858,757,4672.622192866578,493.8678996036988,339,9.46127941624895,0.4478203434610304,952,2,0,4672.622192866578,2092.495275273144
590,3872700,304273,777,4984.169884169884,391.5997425997426,348,12.727714913909548,0.44787644787644787,858,2,3,4984.169884169884,2232.2923033347743
591,4429448,387507,777,5700.705276705276,498.72200772200773,348,11.430627059640212,0.44787644787644787,707,2,0,5700.705276705276,2553.211629721282
592,3465390,444038,779,4448.5109114249035,570.01026957638,350,7.804264499885145,0.4492939666238768,965,0,0,4448.5109114249035,1998.6891129636922
593,7454238,965705,784,9507.956632653062,1231.766581632653,353,7.718959723725154,0.4502551020408163,108,2,0,9507.956632653062,4281.005983834861
594,3258199,358034,784,4155.866071428572,456.67602040816325,353,9.10025025556232,0.4502551020408163,1012,0,0,4155.866071428572,1871.1999020590379
595,11774982,1382516,784,15019.109693877552,1763.4132653061224,353,8.517067433577623,0.4502551020408163,14,2,2,15019.109693877552,6762.43076777905
596,3532562,547535,784,4505.818877551021,698.3864795918367,353,6.451755595532705,0.4502551020408163,955,0,2,4505.818877551021,2028.7679384891712
597,3957495,566742,779,5080.224646983312,727.5250320924262,350,6.982886392750141,0.4492939666238768,835,0,0,5080.224646983312,2282.5142829835163
598,3665006,453190,622,5892.2926045016075,728.6012861736334,274,8.087129018733865,0.4405144694533762,920,0,2,5892.2926045016075,2595.6401505360777
599,7659466,686442,784,9769.727040816326,875.5637755102041,353,11.158212929861518,0.4502551020408163,96,2,3,9769.727040816326,4398.869445673678
600,5485348,485495,784,6996.617346938776,619.2538265306123,353,11.298464453804879,0.4502551020408163,422,2,3,6996.617346938776,3150.262657486464
601,3807976,307941,781,4875.769526248399,394.29065300896286,350,12.365927239308828,0.44814340588988477,875,0,3,4875.769526248399,2185.0439618270675
602,4920431,479688,781,6300.167733674776,614.1971830985915,350,10.257565334133854,0.44814340588988477,573,0,0,6300.167733674776,2823.3786258465707
603,5297052,722465,764,6933.314136125655,945.6348167539267,342,7.331915040867032,0.4476439790575916,477,0,0,6933.314136125655,3103.6563279515367
